Company Code,Division Code,Invoice No,Year,Customer Order No,Order Line No,Delivery No,Voucher No,Voucher No Series,Status Invoice ID,Net Invoice Amount FCN,Net Invoice Amount INR,Discount Invoice Amount FCN,Discount Invoice Amount INR,Delivery Delivered Quantity,Delivery Invoiced Quantity,Issued Cost Amount,Line Suffix,Sales Price,Net Price,Cost Price,Project No,Project Element,Status Invoice,Due Date,Invoice Date,Accounting Date,Invoice Warehouse Code,Item No,Invoice Amount INR,Invoice Amount FCN,Contribution Amount,Contribution Percent,Bucket Line Id,Source,Net Invoice Amount Tag ID,Contribution Tag ID,Order MU Code,Line Status,Customer No,Line No,Information Type,Currency Code,Branch Loaction Code,Payment Terms,Order Type,Salesperson,Customer Order Line No,Alsis Code,Alsis Application Code,Alsis Channel Code,Alsis Product Group Code,Alsis Scope Code,Customer Order No Head,Address No,Customer Comany Division Code,Salesperson Name,Customer Address No
5,P3A,7110810,2011,S600089   ,490,1058958,4139695,411,null,1500,67980,null,null,0,15,43534.7715,0,100,100,2902.3181,       ,        ,95,8/18/2011,8/18/2011,8/18/2011,025,E122121112,67980,1500,24445.2285,35.95,64,Product,836,836,1977 ,77,U010,490,31,USD,6    ,915,FL3,5900,S600089   4900,1828435204A,182,843  ,5204 ,A,null,CHITT,S600089P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110807,2011,S600091   ,10,1067781,4139690,411,null,3000,135960,null,null,0,60,108322.326,0,50,50,1805.3721,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,020,E2082,135960,3000,27637.674,20.32,62,Product,836,836,1974 ,77,U010,10,31,USD,B    ,829,FL3,5900,S600091   100,1828435104A,182,843  ,5104 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110807,2011,S600091   ,20,1067781,4139690,411,null,1296,58734.72,null,null,0,54,44264.0106,0,24,24,819.7039,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,020,E2076,58734.72,1296,14470.7094,24.63,62,Product,836,836,1974 ,77,U010,20,31,USD,B    ,829,FL3,5900,S600091   200,1828435104A,182,843  ,5104 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110807,2011,S600091   ,30,1067781,4139690,411,null,480,21753.6,null,null,0,20,10755.208,0,24,24,537.7604,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,020,E612636511,21753.6,480,10998.392,50.55,65,Product,836,836,1974 ,77,U010,30,31,USD,B    ,829,FL3,5900,S600091   300,1828435002A,182,843  ,5002 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110807,2011,S600091   ,40,1067781,4139690,411,null,240,10876.8,null,null,0,30,5914.404,0,8,8,197.1468,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,020,E612636508,10876.8,240,4962.396,45.62,65,Product,836,836,1974 ,77,U010,40,31,USD,B    ,829,FL3,5900,S600091   400,1828435002A,182,843  ,5002 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110807,2011,S600091   ,50,1067781,4139690,411,null,132,5982.24,null,null,0,4,3066.88,0,33,33,766.72,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,020,E611311729,5982.24,132,2915.36,48.73,65,Product,836,836,1974 ,77,U010,50,31,USD,B    ,829,FL3,5900,S600091   500,1828435021A,182,843  ,5021 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110807,2011,S600091   ,60,1067781,4139690,411,null,220,9970.4,null,null,0,20,5599.832,0,11,11,279.9916,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,020,E611311699,9970.4,220,4370.568,43.83,64,Product,836,836,1974 ,77,U010,60,31,USD,B    ,829,FL3,5900,S600091   600,1828435021A,182,843  ,5021 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110808,2011,S600091   ,70,1064077,4139691,411,null,3736,169315.52,null,null,0,1,61062.6201,0,3736,3736,61062.6201,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,025,4732742112,169315.52,3736,108252.8999,63.93,66,Product,836,836,1974 ,77,U010,70,31,USD,B    ,829,FL3,5900,S600091   700,1828435301A,182,843  ,5301 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110807,2011,S600091   ,80,1067781,4139690,411,null,220,9970.4,null,null,0,10,5392.649,0,22,22,539.2649,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,020,E232212010,9970.4,220,4577.751,45.91,65,Product,836,836,1974 ,77,U010,80,31,USD,B    ,829,FL3,5900,S600091   800,1828435043A,182,843  ,5043 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,7110808,2011,S600091   ,90,1064077,4139691,411,null,500,22660,null,null,0,5,14511.5905,0,100,100,2902.3181,       ,        ,95,8/25/2011,8/18/2011,8/18/2011,025,E122121112,22660,500,8148.4095,35.95,64,Product,836,836,1974 ,77,U010,90,31,USD,B    ,829,FL3,5900,S600091   900,1828435204A,182,843  ,5204 ,A,null,CHITT,S600091P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),U010CHITT 
5,P3A,3164198,2016,SW12256   ,80,3462718,4141992,411,null,29431.38,29431.38,24739.14,24739.14,0,6,3915,0,4905.23,782.04,652.5,       ,        ,95,11/21/2016,10/21/2016,10/21/2016,020,9611330384,4692.24,4692.24,777.24,16.56,62,Product,836,836,1975 ,77,1771612,80,31,INR,W    ,805,FL1,5900,SW12256   800,1058035043A,105,803  ,5043 ,A,null,CHAKAN,SW12256P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164198,2016,SW12256   ,90,3462718,4141992,411,null,25471.29,25471.29,21409.16,21409.16,0,3,3181.23,0,8490.43,1354.04,1060.41,       ,        ,95,11/21/2016,10/21/2016,10/21/2016,020,9611330386,4062.13,4062.13,880.9,21.68,62,Product,836,836,1975 ,77,1771612,90,31,INR,W    ,805,FL1,5900,SW12256   900,1058035043A,105,803  ,5043 ,A,null,CHAKAN,SW12256P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164052,2016,SW12256   ,100,3462717,4141489,411,null,1174.06,1174.06,966.78,966.78,0,2,223.56,0,587.03,103.64,111.78,       ,        ,95,11/14/2016,10/14/2016,10/14/2016,020,190084,207.28,207.28,-16.28,-7.85,61,Product,836,837,1975 ,77,1771612,100,31,INR,W    ,805,FL1,5900,SW12256   1000,1058035043A,105,803  ,5043 ,A,null,CHAKAN,SW12256P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164052,2016,SW12256   ,110,3462717,4141489,411,null,11138.8,11138.8,9480.97,9480.97,0,8,1476.88,0,1392.35,207.23,184.61,       ,        ,95,11/14/2016,10/14/2016,10/14/2016,020,190087,1657.83,1657.83,180.95,10.91,62,Product,836,836,1975 ,77,1771612,110,31,INR,W    ,805,FL1,5900,SW12256   1100,1058035043A,105,803  ,5043 ,A,null,CHAKAN,SW12256P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164052,2016,SW12256   ,120,3462717,4141489,411,null,18504,18504,16478.56,16478.56,0,8,1909.52,0,2313,253.18,238.69,       ,        ,95,11/14/2016,10/14/2016,10/14/2016,020,190088,2025.44,2025.44,115.92,5.72,62,Product,836,836,1975 ,77,1771612,120,31,INR,W    ,805,FL1,5900,SW12256   1200,1058035043A,105,803  ,5043 ,A,null,CHAKAN,SW12256P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164052,2016,SW12256   ,130,3462717,4141489,411,null,4065.5,4065.5,3113.88,3113.88,0,10,982,0,406.55,95.16,98.2,       ,        ,95,11/14/2016,10/14/2016,10/14/2016,020,190704,951.62,951.62,-30.38,-3.19,61,Product,836,837,1975 ,77,1771612,130,31,INR,W    ,805,FL1,5900,SW12256   1300,1058035043A,105,803  ,5043 ,A,null,CHAKAN,SW12256P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164052,2016,SW12256   ,140,3462717,4141489,411,null,12747.75,12747.75,10075.31,10075.31,0,5,1615.35,0,2549.55,534.49,323.07,       ,        ,95,11/14/2016,10/14/2016,10/14/2016,020,3131707941,2672.44,2672.44,1057.09,39.55,64,Product,836,836,1975 ,77,1771612,140,31,INR,W    ,805,FL1,5900,SW12256   1400,1058035043A,105,803  ,5043 ,A,null,CHAKAN,SW12256P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164052,2016,SW12256   ,150,3462717,4141489,411,null,44880,44880,34359.02,34359.02,0,33,7665.57,0,1360,318.82,232.29,       ,        ,95,11/14/2016,10/14/2016,10/14/2016,020,190616,10520.98,10520.98,2855.41,27.14,63,Product,836,836,1975 ,77,1771612,150,31,INR,W    ,805,FL1,5900,SW12256   1500,1058035043A,105,803  ,5043 ,A,null,CHAKAN,SW12256P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164718,2016,SW12257   ,10,3462520,4143396,411,null,393764.38,393764.38,305115.31,305115.31,0,1,57333.89,0,393764.38,88649.07,57333.89,       ,        ,95,12/19/2016,11/18/2016,11/18/2016,025,3430514211112C,88649.07,88649.07,31315.18,35.32,64,Product,836,836,1975 ,77,1771612,10,31,INR,W    ,805,FL1,5900,SW12257   100,1058035301A,105,803  ,5301 ,A,null,CHAKAN,SW12257P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),1771612CHAKAN
5,P3A,3164521,2016,SW12258   ,20,3463076,4142944,411,null,11241.36,11241.36,8813.37,8813.37,0,2,1665.8,0,5620.68,1214,832.9,       ,        ,95,1/10/2017,11/11/2016,11/11/2016,020,E647420602,2427.99,2427.99,762.19,31.39,63,Product,836,836,1976 ,77,P912,20,31,INR,W    ,807,FL1,5900,SW12258   200,1177145062A,117,714  ,5062 ,A,null,TRADIN,SW12258P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),P912TRADIN
5,P3A,3164521,2016,SW12258   ,30,3463076,4142944,411,null,56400,56400,44959.91,44959.91,0,40,9660,0,1410,286,241.5,       ,        ,95,1/10/2017,11/11/2016,11/11/2016,020,9611310030,11440.09,11440.09,1780.09,15.56,62,Product,836,836,1976 ,77,P912,30,31,INR,W    ,807,FL1,5900,SW12258   300,1177145004A,117,714  ,5004 ,A,null,TRADIN,SW12258P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),P912TRADIN
5,P3A,3164521,2016,SW12258   ,40,3463076,4142944,411,null,7110.72,7110.72,5670.72,5670.72,0,4,1250.24,0,1777.68,360,312.56,       ,        ,95,1/10/2017,11/11/2016,11/11/2016,020,9611302157,1440,1440,189.76,13.17,62,Product,836,836,1976 ,77,P912,40,31,INR,W    ,807,FL1,5900,SW12258   400,1177145022A,117,714  ,5022 ,A,null,TRADIN,SW12258P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),P912TRADIN
5,P3A,3164521,2016,SW12258   ,50,3463076,4142944,411,null,5977.88,5977.88,4764.88,4764.88,0,1,1235.89,0,5977.88,1213,1235.89,       ,        ,95,1/10/2017,11/11/2016,11/11/2016,020,8724400002,1213,1213,-22.89,-1.88,61,Product,836,837,1976 ,77,P912,50,31,INR,W    ,807,FL1,5900,SW12258   500,1177145021A,117,714  ,5021 ,A,null,TRADIN,SW12258P3A5,SANITARY EQUIPMENT ( EXCL. FLOW ),P912TRADIN
5,P3A,3165767,2016,SW12259   ,10,3756465,4146217,411,null,312529,312529,null,null,0,1,248711.26,0,312529,312529,248711.26,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-258-7AQRG,312529,312529,63817.74,20.41,62,Product,836,836,1372 ,77,1779073,10,31,INR,W    ,801,FL1,GGAE,SW12259   100,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165767,2016,SW12259   ,20,3756465,4146217,411,null,312529,312529,null,null,0,1,248711.26,0,312529,312529,248711.26,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-258-7AQRG,312529,312529,63817.74,20.41,62,Product,836,836,1372 ,77,1779073,20,31,INR,W    ,801,FL1,GGAE,SW12259   200,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165767,2016,SW12259   ,30,3756465,4146217,411,null,312529,312529,null,null,0,1,248711.26,0,312529,312529,248711.26,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-258-7AQRG,312529,312529,63817.74,20.41,62,Product,836,836,1372 ,77,1779073,30,31,INR,W    ,801,FL1,GGAE,SW12259   300,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165768,2016,SW12259   ,40,3756466,4146218,411,null,312529,312529,null,null,0,1,248711.26,0,312529,312529,248711.26,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-258-7AQRG,312529,312529,63817.74,20.41,62,Product,836,836,1372 ,77,1779073,40,31,INR,W    ,801,FL1,GGAE,SW12259   400,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165780,2016,SW12259   ,50,3755451,4146260,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810LG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,50,31,INR,W    ,801,FL1,GGAE,SW12259   500,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165780,2016,SW12259   ,60,3755451,4146260,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810LG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,60,31,INR,W    ,801,FL1,GGAE,SW12259   600,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165780,2016,SW12259   ,70,3755451,4146260,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810RG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,70,31,INR,W    ,801,FL1,GGAE,SW12259   700,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165769,2016,SW12259   ,80,3755446,4146220,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810RG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,80,31,INR,W    ,801,FL1,GGAE,SW12259   800,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,90,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810LG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,90,31,INR,W    ,801,FL1,GGAE,SW12259   900,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,100,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810RG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,100,31,INR,W    ,801,FL1,GGAE,SW12259   1000,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,110,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810RG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,110,31,INR,W    ,801,FL1,GGAE,SW12259   1100,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,120,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810RG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,120,31,INR,W    ,801,FL1,GGAE,SW12259   1200,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165780,2016,SW12259   ,130,3755451,4146260,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810LG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,130,31,INR,W    ,801,FL1,GGAE,SW12259   1300,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165768,2016,SW12259   ,140,3756466,4146218,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810LG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,140,31,INR,W    ,801,FL1,GGAE,SW12259   1400,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165781,2016,SW12259   ,150,3756468,4146261,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810LG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,150,31,INR,W    ,801,FL1,GGAE,SW12259   1500,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165769,2016,SW12259   ,160,3755446,4146220,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810RG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,160,31,INR,W    ,801,FL1,GGAE,SW12259   1600,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165769,2016,SW12259   ,170,3755446,4146220,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810RG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,170,31,INR,W    ,801,FL1,GGAE,SW12259   1700,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165781,2016,SW12259   ,180,3756468,4146261,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810RG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,180,31,INR,W    ,801,FL1,GGAE,SW12259   1800,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165781,2016,SW12259   ,190,3756468,4146261,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810RG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,190,31,INR,W    ,801,FL1,GGAE,SW12259   1900,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3165781,2016,SW12259   ,200,3756468,4146261,411,null,252791,252791,null,null,0,1,206003.67,0,252791,252791,206003.67,       ,        ,95,1/27/2017,12/28/2016,12/28/2016,014,TYR-Z-248-810RG,252791,252791,46787.33,18.5,62,Product,836,836,1372 ,77,1779073,200,31,INR,W    ,801,FL1,GGAE,SW12259   2000,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,210,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810LG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,210,31,INR,W    ,801,FL1,GGAE,SW12259   2100,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,220,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810LG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,220,31,INR,W    ,801,FL1,GGAE,SW12259   2200,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,230,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810LG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,230,31,INR,W    ,801,FL1,GGAE,SW12259   2300,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,240,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810RG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,240,31,INR,W    ,801,FL1,GGAE,SW12259   2400,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,250,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810RG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,250,31,INR,W    ,801,FL1,GGAE,SW12259   2500,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,260,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810RG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,260,31,INR,W    ,801,FL1,GGAE,SW12259   2600,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,270,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810RG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,270,31,INR,W    ,801,FL1,GGAE,SW12259   2700,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167254,2017,SW12259   ,280,3793219,4127672,411,null,252791,252791,null,null,0,1,204050.57,0,252791,252791,206003.67,       ,        ,95,4/10/2017,3/10/2017,3/10/2017,014,TYR-Z-248-810RG,252791,252791,48740.43,19.28,62,Product,836,836,5185 ,77,1779073,280,31,INR,W    ,801,FL1,GGAE,SW12259   2800,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167310,2017,SW12259   ,290,3817905,4127769,411,null,307110,307110,null,null,0,1,248976.54,0,307110,307110,254834.06,       ,        ,95,4/12/2017,3/13/2017,3/13/2017,014,TYR-Z-258-7NCE,307110,307110,58133.46,18.92,62,Product,836,836,5185 ,77,1779073,290,31,INR,W    ,801,FL1,GGAE,SW12259   2900,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167310,2017,SW12259   ,300,3817905,4127769,411,null,307110,307110,null,null,0,1,248976.54,0,307110,307110,254834.06,       ,        ,95,4/12/2017,3/13/2017,3/13/2017,014,TYR-Z-258-7NCE,307110,307110,58133.46,18.92,62,Product,836,836,5185 ,77,1779073,300,31,INR,W    ,801,FL1,GGAE,SW12259   3000,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167310,2017,SW12259   ,310,3817905,4127769,411,null,307110,307110,null,null,0,1,248976.54,0,307110,307110,254834.06,       ,        ,95,4/12/2017,3/13/2017,3/13/2017,014,TYR-Z-258-7NCE,307110,307110,58133.46,18.92,62,Product,836,836,5185 ,77,1779073,310,31,INR,W    ,801,FL1,GGAE,SW12259   3100,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167310,2017,SW12259   ,320,3817905,4127769,411,null,245575,245575,null,null,0,1,206675.98,0,245575,245575,211528.7,       ,        ,95,4/12/2017,3/13/2017,3/13/2017,014,TYR-Z-248-6-NCE,245575,245575,38899.02,15.83,62,Product,836,836,5185 ,77,1779073,320,31,INR,W    ,801,FL1,GGAE,SW12259   3200,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
5,P3A,3167310,2017,SW12259   ,330,3817905,4127769,411,null,245575,245575,null,null,0,1,206675.98,0,245575,245575,211528.7,       ,        ,95,4/12/2017,3/13/2017,3/13/2017,014,TYR-Z-248-6-NCE,245575,245575,38899.02,15.83,62,Product,836,836,5185 ,77,1779073,330,31,INR,W    ,801,FL1,GGAE,SW12259   3300,2937174369A,293,717  ,4369 ,A,null,BOXCO,SW12259P3A5,Greenhouse Air Heat Exchanger,1779073BOXCO 
