ID,Source,Closing Pending Quantity,Opening Pending Quantity,Invoice Quantity,New Order Quantity,New Order Value FCN,New Order Value INR,New Order Cost,Closing Order Pending Cost,Closing Order Pending Value FCN,Closing Order Pending Value INR,Opening Order Pending Cost,Opening Order Pending Value FCN,Opening Order Pending Value INR,Invoice Cost,Invoice Value FCN,Invoice Value INR,Invoice Cost Calculated,Contribution Amount,Customer Order No,Order Line No,Contribution Percent,Bucket Line Id,New Order Value Tag ID,Contribution Tag ID,New Order Value INR New,New Exchange Rate,alsis application,alsis channel,alsis productgroup,alsis scope,Order MU Code,Other Dimension Source,Current MU Code,Current MU Priority,Shipping Address No,Currency,Payment Method Accounts Receivable ID,Order Type,Customer No,Warehouse,Facility,Item No,Project No,Cost Center Code,Proj Ele Code,Order Date,Salesperson,Closing Date,Opening Date,Alsis Scope Code,Payment Terms,Order Amt Tag,Branch Loaction Code,Company Code,Division Code,Order Line Type
208220408,Project,1,-1,0,0,0,0,0,-64256.44,0,0,64256.44,0,0,0,0,0,0,0,7400112,104     ,0,62,838,838,0,1,217,854  ,8901 ,A,5472 ,Closing,null,null,      ,INR,null,null,SK578,015,PRJ,null,null,null,7400112 ,8/31/2011 12:00:00 AM,null,5/31/2019 12:00:00 AM,4/30/2019 12:00:00 AM,A,null,Basic Business,null,null,null,OP1
208220409,Project,1,-1,0,0,0,0,0,-96532.66,0,0,96532.66,0,0,0,0,0,0,0,7400112,105     ,0,62,838,838,0,1,217,854  ,8901 ,A,5472 ,Closing,null,null,      ,INR,null,null,SK578,015,PRJ,null,null,null,7400112 ,8/31/2011 12:00:00 AM,null,5/31/2019 12:00:00 AM,4/30/2019 12:00:00 AM,A,null,Basic Business,null,null,null,OP1
208220410,Project,1,-1,0,0,0,0,0,85665,0,0,-85665,0,0,0,0,0,0,0,7400112,401     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7400112 ,null,null,5/31/2019 12:00:00 AM,4/30/2019 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
208220411,Project,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,7400112,452     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7400112 ,null,null,5/31/2019 12:00:00 AM,4/30/2019 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
208220412,Project,2,-2,0,0,0,0,0,-19000,0,0,19000,0,0,0,0,0,0,0,7400112,TIME-IN ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7400112 ,null,null,5/31/2019 12:00:00 AM,4/30/2019 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
208220413,Project,2,-2,0,0,0,0,0,-1850.01,0,0,1850.01,0,0,0,0,0,0,0,7400112,TIME-PM ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7400112 ,null,null,5/31/2019 12:00:00 AM,4/30/2019 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
208220414,Project,1,-1,0,0,0,0,0,35000,0,0,-35000,0,0,0,0,0,0,0,7400113,488     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7400113 ,null,null,5/31/2019 12:00:00 AM,4/30/2019 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
208220415,Project,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7400113,OTHER3  ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7400113 ,null,null,5/31/2019 12:00:00 AM,4/30/2019 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644840,Project,1,-1,0,0,0,0,0,205604.05,0.42,0.42,-205604.05,-0.42,-0.42,0,0,0,0,0,7300054,805     ,0,62,838,838,0,1,210,701  ,9162 ,A,5473 ,Closing,null,null,JWC   ,INR,null,null,1782703,009,PRJ,null,null,null,7300054 ,8/26/2013 12:00:00 AM,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
360644841,Product,3,-3,0,0,0,0,0,498959.19,498959.19,498959.19,-498959.19,-498959.19,-498959.19,0,0,0,0,0,0006013471,1,0,62,838,838,0,1,610,701  ,2204 ,C,3105 ,Closing,null,null,HSSM  ,INR,null,DO ,HSSM,001,21 ,88114509020160,          ,21071     ,null,4/18/2022 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,C,816,Basic Business,2    ,5,P3A,DO 
360644842,Project,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GC00563,TIME-IN ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,GC00563 ,null,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644843,Product,3,-3,0,0,0,0,0,159957.84,159957,159957,-159957.84,-159957,-159957,0,0,0,0,0,0005007295,1,0,62,838,838,0,1,105,714  ,5233 ,A,1976 ,Closing,null,null,PUNE  ,INR,null,FRE,1784503,P93,PRJ,9613320418,          ,59001     ,null,11/28/2016 12:00:00 AM,5900,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,816,Basic Business,W    ,5,P3A,FRE
360644844,Project,1,-1,0,0,0,132,0,22995.9,550,43505,-22995.9,-550,-43373,0,0,0,0,132,7500374,116     ,100,67,836,836,0,79.1,null,null,null,null,null,Closing,null,null,null,USD,null,null,null,null,PRJ,null,null,null,7500374 ,null,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644845,Project,1,-1,0,0,0,0,0,33372.78,0,0,-33372.78,0,0,0,0,0,0,0,8300029,134     ,0,62,838,838,0,1,218,701  ,8906 ,A,6471 ,Closing,null,null,OLPAD ,INR,null,null,L293,005,PRJ,null,null,null,8300029 ,2/7/2008 12:00:00 AM,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,null,Basic Business,null,null,null,OP2
360644846,Product,1,-1,0,0,0,0,0,50312.54,50312.54,50312.54,-50312.54,-50312.54,-50312.54,0,0,0,0,0,0006005682,1,0,62,838,838,0,1,336,704  ,3702 ,A,1115 ,Closing,null,null,HSSM  ,INR,null,DO ,HSSM,005,28 ,2835530,          ,21131     ,null,10/15/2013 12:00:00 AM,2113,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,816,Basic Business,2    ,5,P3A,DO 
360644847,Project,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DH01567,TIME-PM ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,DH01567 ,null,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644848,Product,4,-4,0,0,0,0,0,237.76,237.76,237.76,-237.76,-237.76,-237.76,0,0,0,0,0,0006012062,34,0,62,838,838,0,1,105,901  ,2813 ,B,2210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61234168-01,          ,21071     ,null,4/14/2021 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644849,Product,0,0,3,3,11727,800.98,641.46,0,0,0,0,0,0,641.46,11727,800.98,641.46,159.52,SW26582   ,70,19.91,62,836,836,11727,1,105,714  ,5064 ,A,2435 ,Order,2435 ,null,PUNE  ,INR,null,FL1,1784503,020,26 ,3131708967,          ,CFFH1     ,null,8/16/2022 12:00:00 AM,CFFH,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,805,Basic Business,W    ,5,P3A,FL1
360644850,Project,1,-1,0,0,0,0,0,10040000,0,0,-10040000,0,0,0,0,0,0,0,FA00135,CAPEX   ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,null,null,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644851,Product,16,-16,0,0,0,0,0,340.0112,340,340,-340.0112,-340,-340,0,0,0,0,0,0006007840,34,0,62,838,838,0,1,109,901  ,2820 ,B,2210 ,Closing,null,null,      ,INR,null,DO ,CSCT,007,41 ,61194059-83,          ,21071     ,null,11/4/2016 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644852,Product,2,-2,0,0,0,0,0,17.14,17.14,17.14,-17.14,-17.14,-17.14,0,0,0,0,0,0006012045,6,0,62,838,838,0,1,105,901  ,2820 ,B,2210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61194450-28,          ,21071     ,null,4/7/2021 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644853,Product,2,-2,0,0,0,0,0,25565.82,32212,32212,-25565.82,-32212,-32212,0,0,0,0,0,5004823   ,2,0,62,838,838,0,1,106,701  ,2668 ,A,6472 ,Closing,null,null,LOHOP ,INR,null,FRE,1785563,004,27 ,61100024-28,          ,68101     ,null,7/13/2015 12:00:00 AM,6810,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,816,Basic Business,N    ,5,P3A,FRE
360644854,Product,1,-1,0,0,0,0,0,2525316.2,2308648.25,2308648.25,-2525316.2,-2308648.25,-2308648.25,0,0,0,0,0,0006008490,1,0,62,838,838,0,1,309,701  ,1706 ,A,2105 ,Closing,null,null,AMM   ,INR,null,DO ,AMM,001,21 ,88126315010450,          ,21071     ,null,10/5/2017 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,816,Basic Business,2    ,5,P3A,DO 
360644855,Product,1,-1,0,0,0,0,0,10762.773,11840,11840,-10762.773,-11840,-11840,0,0,0,0,0,0005006083,3,0,62,838,838,0,1,218,701  ,2820 ,A,6471 ,Closing,null,null,KHATKH,INR,null,FRE,1777082,004,27 ,61203276-55,          ,68101     ,null,2/7/2014 12:00:00 AM,6810,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,816,Basic Business,V    ,5,P3A,FRE
360644856,Product,2,-2,0,0,0,0,0,64.74,64.74,64.74,-64.74,-64.74,-64.74,0,0,0,0,0,0006010512,5,0,62,838,838,0,1,916,901  ,2820 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61209099-01,          ,21071     ,null,9/20/2019 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644857,Product,3,-3,0,0,0,0,0,7.47,7.47,7.47,-7.47,-7.47,-7.47,0,0,0,0,0,0006009779,68,0,62,838,838,0,1,916,901  ,2820 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61194403-09,          ,21071     ,null,2/5/2019 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644858,Product,1,-1,0,0,0,0,0,2531.87,2531.87,2531.87,-2531.87,-2531.87,-2531.87,0,0,0,0,0,0006007578,7,0,62,838,838,0,1,109,901  ,2830 ,B,2105 ,Closing,null,null,      ,INR,null,DO ,CSCT,007,41 ,7440533-80,          ,21071     ,null,6/10/2016 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644859,Product,6,-6,0,0,0,0,0,92.58,92.58,92.58,-92.58,-92.58,-92.58,0,0,0,0,0,0006006844,5,0,62,838,838,0,1,109,901  ,2820 ,B,2210 ,Closing,null,null,      ,INR,null,DO ,CSCT,007,41 ,61194068-84,          ,21071     ,null,6/12/2015 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644860,Project,1,-1,0,0,0,0,0,1625584.04,0.3,0.3,-1625584.04,-0.3,-0.3,0,0,0,0,0,6500199,802     ,0,62,838,838,0,1,221,701  ,9217 ,M,2365 ,Closing,null,null,MANCHA,INR,null,null,1849431,009,PRJ,null,null,null,6500199 ,10/23/2020 12:00:00 AM,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,M,null,Basic Business,null,null,null,PFR
360644861,Project,1,-1,0,0,0,0,0,458343.09,0,0,-458343.09,0,0,0,0,0,0,0,7500150,404     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7500150 ,null,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644862,Product,1,-1,0,0,0,0,0,13560.56,0,0,-13560.56,0,0,0,0,0,0,0,5002663   ,2,0,62,838,838,0,80.97,148,704  ,1436 ,A,5475 ,Closing,null,null,ITALY1,EUR,null,FRE,A031,001,21 ,547724-80,          ,21131     ,null,7/17/2007 12:00:00 AM,2113,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,816,Basic Business,6    ,5,P3A,FRE
360644863,Product,1,0,0,1,0.01,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,6749097   ,26,100,67,836,836,0.01,1,167,701  ,4225 ,A,1113 ,Closing,null,null,#O0001,INR,null,PHL,S821,005,28 ,M6-MFG PHE,          ,CEPH1     ,null,8/19/2022 12:00:00 AM,CEPH,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,804,Basic Business,7    ,5,P3A,PHL
360644864,Product,1,-1,0,0,0,0,0,221.734,221.73,221.73,-221.734,-221.73,-221.73,0,0,0,0,0,0006008872,34,0,62,838,838,0,1,916,901  ,2820 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61233045-03,          ,21071     ,null,3/14/2018 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644865,Product,1,-1,0,0,0,0,0,239.113,258.21,258.21,-239.113,-258.21,-258.21,0,0,0,0,0,0006007178,6,0,62,838,838,0,1,109,901  ,2833 ,B,2105 ,Closing,null,null,      ,INR,null,DO ,CSCT,007,41 ,223406-64,          ,21071     ,null,12/7/2015 12:00:00 AM,2107,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
360644866,Project,1,-1,0,0,0,0,0,133561,0,0,-133561,0,0,0,0,0,0,0,7400350,OTHER2  ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7400350 ,null,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644867,Project,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DH00638,TIME-COM,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,DH00638 ,null,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644868,Project,1,-1,0,0,0,0,0,126072,0,0,-126072,0,0,0,0,0,0,0,6500077,424     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,6500077 ,null,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
360644869,Project,1,-1,0,0,0,0,0,349.94,0,0,-349.94,0,0,0,0,0,0,0,7500034,115     ,0,62,838,838,0,1,147,701  ,8906 ,A,5475 ,Closing,null,null,VANANA,INR,null,null,M919,P75,PRJ,null,null,null,7500034 ,3/24/2006 12:00:00 AM,null,8/31/2022 12:00:00 AM,7/31/2022 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
370593397,Project,1,-1,0,0,0,0,0,726795,0,0,-726795,0,0,0,0,0,0,0,7500468,452     ,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,7500468 ,null,null,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
370593398,Project,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DH02632,TIME-COM,0,62,838,838,0,1,null,null,null,null,null,Closing,null,null,null,INR,null,null,null,null,PRJ,null,null,null,DH02632 ,null,null,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,Unknown,null,Basic Business,null,null,null,null
370593399,Product,14,-14,0,0,0,0,0,2198,2198,2198,-2198,-2198,-2198,0,0,0,0,0,0006009822,2,0,62,838,838,0,1,916,901  ,3800 ,B,4315 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,CP-01-1,          ,21071     ,null,2/19/2019 12:00:00 AM,2107,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
370593400,Product,8,-8,0,0,0,0,0,338.9328,338.96,338.96,-338.9328,-338.96,-338.96,0,0,0,0,0,0006008891,25,0,62,838,838,0,1,916,901  ,2835 ,B,4505 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,221721-14,          ,21071     ,null,3/21/2018 12:00:00 AM,2107,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
370593401,Product,60,-60,0,0,0,0,0,9261,71366.4,71366.4,-9261,-71366.4,-71366.4,0,0,0,0,0,4773719   ,1,0,62,838,838,0,1,147,701  ,4023 ,B,2515 ,Closing,null,null,KUTCH ,INR,null,CSC,R733,007,41 ,32330-1509-6,          ,AFPH1     ,null,9/2/2022 12:00:00 AM,AFPH,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,B,831,Basic Business,7    ,5,P3A,CSC
370593402,Product,2,0,0,2,25057.24,25057.24,17401.98,17401.98,25057.24,25057.24,0,0,0,0,0,0,0,7655.26,SW27031   ,130,30.55,63,836,836,25057.24,1,105,803  ,5280 ,A,2435 ,Closing,null,null,#O0003,INR,null,FL1,1841063,025,26 ,9612220006,          ,CFFH1     ,null,10/1/2022 12:00:00 AM,CFFH,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,A,805,Basic Business,W    ,5,P3A,FL1
370593403,Project,1,-1,0,0,0,0,0,1062500,625000,625000,-1062500,-625000,-625000,0,0,0,0,0,6500160,488     ,0,62,838,838,0,1,592,701  ,9217 ,P,2365 ,Closing,null,null,SONPAT,INR,null,null,T490,009,PRJ,null,null,null,6500160 ,10/21/2016 12:00:00 AM,null,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,P,null,Basic Business,null,null,null,PSR
370593404,Product,1,-1,0,0,0,0,0,136114,0,0,-136114,0,0,0,0,0,0,0,5002504   ,1,0,62,838,838,0,1,218,701  ,2522 ,A,6471 ,Closing,null,null,BELGAU,INR,null,FRE,R458,001,PRJ,R-4150314-OUT,          ,68101     ,null,5/22/2007 12:00:00 AM,6810,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,A,801,Basic Business,W    ,5,P3A,FRE
370593405,Project,1,-1,0,0,0,0,0,93358,0,0,-93358,0,0,0,0,0,0,0,7500328,161     ,0,62,838,838,0,80.01,154,701  ,9216 ,M,2375 ,Closing,null,null,UGANDA,EUR,null,null,W242,009,PRJ,null,null,null,7500328 ,8/23/2019 12:00:00 AM,null,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,M,null,Basic Business,null,null,null,PEX
370593406,Project,1,-1,0,0,0,0,0,33062.45,0,0,-33062.45,0,0,0,0,0,0,0,7300066,140     ,0,62,838,838,0,1,120,701  ,9164 ,A,5471 ,Closing,null,null,KOTA  ,INR,null,null,J542,009,PRJ,null,null,null,7300066 ,5/7/2014 12:00:00 AM,null,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,A,null,Basic Business,null,null,null,OPO
370593407,Project,1,-1,0,0,0,0,0,10466.41,0,0,-10466.41,0,0,0,0,0,0,0,7500142,108     ,0,62,838,838,0,81.45,147,701  ,9216 ,A,5475 ,Closing,null,null,RWANDA,USD,null,null,M1207,005,PRJ,null,null,null,7500142 ,11/24/2011 12:00:00 AM,null,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,A,null,Basic Business,null,null,null,PEX
370593408,Product,1,-1,0,0,0,0,0,342.71,342.71,342.71,-342.71,-342.71,-342.71,0,0,0,0,0,0006008456,21,0,62,838,838,0,1,916,901  ,2831 ,B,4505 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,43079,          ,21071     ,null,9/20/2017 12:00:00 AM,2107,10/31/2022 12:00:00 AM,9/30/2022 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370285,Product,1,-1,0,0,0,0,0,812045.41,702163.18,702163.18,-812045.41,-702163.18,-702163.18,0,0,0,0,0,0006008537,1,0,62,838,838,0,1,209,701  ,1285 ,P,2105 ,Closing,null,null,AMM   ,INR,null,DO ,AMM,001,21 ,881228-04-S03-1,          ,21071     ,null,11/1/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,P,816,Basic Business,2    ,5,P3A,DO 
172370286,Product,1,-1,0,0,0,0,0,37.49,37.49,37.49,-37.49,-37.49,-37.49,0,0,0,0,0,0006008539,102,0,62,838,838,0,1,916,901  ,2835 ,B,4505 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,11557,          ,21071     ,null,11/2/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370287,Product,100,-100,0,0,0,0,0,57739,57739,57739,-57739,-57739,-57739,0,0,0,0,0,0006008539,112,0,62,838,838,0,1,916,901  ,2825 ,B,4505 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,7441013-81,          ,21071     ,null,11/2/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370288,Product,8,-8,0,0,0,0,0,257.28,257.28,257.28,-257.28,-257.28,-257.28,0,0,0,0,0,0006008611,27,0,62,838,838,0,1,916,901  ,2820 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61194069-10,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370289,Product,2,-2,0,0,0,0,0,4146.64,4146.64,4146.64,-4146.64,-4146.64,-4146.64,0,0,0,0,0,0006008611,35,0,62,838,838,0,1,916,901  ,2811 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61206373-01,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370290,Product,1,-1,0,0,0,0,0,502.5,502.5,502.5,-502.5,-502.5,-502.5,0,0,0,0,0,0006008611,4,0,62,838,838,0,1,916,901  ,2813 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,00533020-01,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370291,Product,4,-4,0,0,0,0,0,608.6984,608.68,608.68,-608.6984,-608.68,-608.68,0,0,0,0,0,0006008611,46,0,62,838,838,0,1,916,901  ,2813 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61233328-01,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370292,Product,8,-8,0,0,0,0,0,148.72,148.72,148.72,-148.72,-148.72,-148.72,0,0,0,0,0,0006008611,47,0,62,838,838,0,1,916,901  ,2835 ,B,4505 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61194001-66,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370293,Product,1,-1,0,0,0,0,0,13467,13467,13467,-13467,-13467,-13467,0,0,0,0,0,0006008611,5,0,62,838,838,0,1,916,901  ,2813 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,00533019-02,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370294,Product,2,-2,0,0,0,0,0,494.46,494.46,494.46,-494.46,-494.46,-494.46,0,0,0,0,0,0006008612,11,0,62,838,838,0,1,916,901  ,2817 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61195003-67,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370295,Product,3,-3,0,0,0,0,0,21.12,21.12,21.12,-21.12,-21.12,-21.12,0,0,0,0,0,0006008612,16,0,62,838,838,0,1,916,901  ,2820 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61194068-60,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370296,Product,2,-2,0,0,0,0,0,733.66,733.66,733.66,-733.66,-733.66,-733.66,0,0,0,0,0,0006008612,21,0,62,838,838,0,1,916,901  ,2809 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61204571-02,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370297,Product,4,-4,0,0,0,0,0,4011.96,4011.96,4011.96,-4011.96,-4011.96,-4011.96,0,0,0,0,0,0006008612,22,0,62,838,838,0,1,916,901  ,2809 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61233967-19,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370298,Product,2,-2,0,0,0,0,0,98.5224,98.52,98.52,-98.5224,-98.52,-98.52,0,0,0,0,0,0006008612,4,0,62,838,838,0,1,916,901  ,2820 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61194450-45,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
172370299,Product,2,-2,0,0,0,0,0,436.18,436.18,436.18,-436.18,-436.18,-436.18,0,0,0,0,0,0006008612,5,0,62,838,838,0,1,916,901  ,2817 ,B,4210 ,Closing,null,null,CSCT  ,INR,null,DO ,CSCT,007,41 ,61195003-66,          ,21071     ,null,11/29/2017 12:00:00 AM,2107,5/31/2018 12:00:00 AM,4/30/2018 12:00:00 AM,B,816,Basic Business,1    ,5,P3A,DO 
